Gene.Symbol	Cancer.Normalized	Role	Citation.Count	Citation.Sum	Role.in.Cancer
PTK2	cervical cancer, stomach cancer, neuroblastoma, hepatocellular carcinoma, breast carcinoma, cervix carcinoma, breast cancer, malignant glioma, breast cancer	Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver	1, 1, 1, 1, 1, 1, 1, 1, 1	9	Dualrole
PTK2B	neuroblastoma, lung non-small cell carcinoma, malignant glioma, ovarian cancer, breast cancer, leukemia, stomach cancer, breast cancer	Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver	1, 1, 1, 1, 1, 1, 1, 1	8	Dualrole
PTK6	esophagus squamous cell carcinoma, breast cancer, breast cancer, laryngeal squamous cell carcinoma, colon cancer, esophageal carcinoma, esophagus squamous cell carcinoma, prostate cancer	Tumor_Suppressor, Oncogene, Driver, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene	3, 3, 2, 1, 1, 1, 1, 1	13	Dualrole
PTK7	esophagus squamous cell carcinoma, esophageal cancer, lung adenocarcinoma, lung squamous cell carcinoma, squamous cell carcinoma	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	2, 1, 1, 1, 1	6	Oncogene
PTMA	urinary bladder cancer	Tumor_Suppressor	1	1	Tumorsuppressor
PTMS	prostate cancer	Tumor_Suppressor	1	1	Tumorsuppressor
PTN	neuroblastoma, malignant glioma, glioblastoma multiforme, pancreatic cancer, myeloid neoplasm, glioblastoma multiforme	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver	1, 1, 1, 1, 1, 1	6	Dualrole
PTOV1	prostate cancer, breast cancer	Oncogene, Driver	2, 1	3	Dualrole
PTP4A1	melanoma	Oncogene	1	1	Oncogene
PTP4A2	T-cell leukemia, prostate cancer	Oncogene, Oncogene	2, 2	4	Oncogene
PTP4A3	colorectal cancer, acute myeloid leukemia, lung cancer, multiple myeloma, myeloid leukemia, chronic myeloid leukemia, stomach cancer	Oncogene, Oncogene, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene	3, 3, 2, 1, 1, 1, 1	12	Dualrole
PTPA	breast cancer, leukemia, colorectal cancer, myeloid leukemia, chronic myeloid leukemia, lung small cell carcinoma, hematologic cancer, colon cancer, pancreatic cancer, lung cancer, acute leukemia, chronic lymphocytic leukemia, luminal breast carcinoma, colorectal cancer, pancreatic cancer, breast cancer, acute T cell leukemia, lung adenocarcinoma, endometrial carcinoma, medulloblastoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Driver, Driver, Driver, Driver	5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	25	Dualrole
PTPN1	breast cancer, Hodgkin's lymphoma, esophageal cancer, leukemia, lymphoma, chronic myeloid leukemia, hepatocellular carcinoma, colon cancer, stomach cancer	Oncogene, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene	6, 1, 1, 1, 1, 1, 1, 1, 1	14	Dualrole
PTPN11	leukemia, hepatocellular carcinoma, breast cancer, glioblastoma multiforme, melanoma, juvenile myelomonocytic leukemia, esophagus squamous cell carcinoma, liver cancer, chondrosarcoma, hepatocellular carcinoma, stomach carcinoma, lung carcinoma, malignant glioma, larynx cancer, ovarian cancer, lung cancer, stomach cancer, lymphoma, juvenile myelomonocytic leukemia, glioblastoma multiforme, melanoma, chronic lymphocytic leukemia	Oncogene, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Driver, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver, Driver	10, 5, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	40	Dualrole
PTPN12	breast cancer, ovarian cancer, hepatocellular carcinoma, lung non-small cell carcinoma, esophagus squamous cell carcinoma, colon cancer, lung cancer, oral squamous cell carcinoma, nasopharynx carcinoma, esophageal cancer, lung non-small cell carcinoma, ovarian cancer, breast cancer, oral squamous cell carcinoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	9, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	23	Dualrole
PTPN13	lung non-small cell carcinoma, breast cancer, colorectal cancer, lung carcinoma, lymphoma, glioblastoma multiforme	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	2, 2, 1, 1, 1, 1	8	Dualrole
PTPN14	breast cancer	Tumor_Suppressor	2	2	Tumorsuppressor
PTPN2	acute T cell leukemia, breast cancer	Tumor_Suppressor, Tumor_Suppressor	2, 1	3	Tumorsuppressor
PTPN23	testicular cancer, intestinal cancer	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
PTPN3	lung cancer, ovarian cancer, breast cancer	Tumor_Suppressor, Oncogene, Oncogene	1, 1, 1	3	Dualrole
PTPN4	rectum cancer	Driver	1	1	Driver
PTPN5	breast cancer	Tumor_Suppressor	1	1	Tumorsuppressor
PTPN6	lymphoma, leukemia, T-cell leukemia, hepatocellular carcinoma, esophagus squamous cell carcinoma, pancreatic cancer, breast cancer, stomach cancer, prostate cancer, leukemia	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	5, 2, 1, 1, 1, 1, 1, 1, 1, 1	15	Dualrole
PTPN9	colorectal cancer, malignant glioma, breast cancer, stomach cancer, esophagus squamous cell carcinoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	1, 1, 1, 1, 1	5	Dualrole
PTPRA	breast cancer, colon cancer	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
PTPRB	angiosarcoma	Tumor_Suppressor	2	2	Tumorsuppressor
PTPRD	neuroblastoma, malignant glioma, glioblastoma multiforme, lung cancer, laryngeal squamous cell carcinoma, melanoma, stomach cancer, gastric adenocarcinoma, skin squamous cell carcinoma, brain cancer, head and neck squamous cell carcinoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	4, 4, 4, 4, 2, 2, 2, 1, 1, 1, 1	26	Dualrole
PTPRF	gastric adenocarcinoma, liver cancer	Tumor_Suppressor, Tumor_Suppressor	1, 1	2	Tumorsuppressor
PTPRG	breast cancer, nasopharynx carcinoma, chronic myeloid leukemia, renal cell carcinoma, cutaneous T cell lymphoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	4, 2, 1, 1, 1	9	Tumorsuppressor
PTPRH	colorectal cancer	Oncogene	1	1	Oncogene
PTPRJ	breast cancer, colorectal carcinoma, acute myeloid leukemia, esophagus squamous cell carcinoma, pancreatic cancer, thyroid gland cancer, stomach cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	3, 2, 1, 1, 1, 1, 1	10	Tumorsuppressor
PTPRK	colorectal cancer, Hodgkin's lymphoma, lung non-small cell carcinoma, central nervous system lymphoma, melanoma, breast cancer, lung cancer, prostate cancer, lymphoma, colon cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	1, 1, 1, 1, 1, 1, 1, 1, 1, 1	10	Dualrole
PTPRO	breast cancer, chronic lymphocytic leukemia, lung squamous cell carcinoma, liver cancer, lung cancer, hepatocellular carcinoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	3, 3, 1, 1, 1, 1	10	Dualrole
PTPRR	ovarian cancer	Tumor_Suppressor	1	1	Tumorsuppressor
PTPRS	esophagus squamous cell carcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
PTPRT	colorectal cancer, head and neck squamous cell carcinoma, colorectal carcinoma	Tumor_Suppressor, Tumor_Suppressor, Oncogene	1, 1, 1	3	Dualrole
PTPRU	colon cancer, melanoma, malignant glioma, stomach cancer	Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene	1, 1, 1, 1	4	Dualrole
PTPRZ1	skin melanoma, lung small cell carcinoma, astrocytoma, cervix carcinoma, breast cancer, malignant glioma	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver	1, 1, 1, 1, 1, 1	6	Dualrole
PTRH2	lung cancer, lung non-small cell carcinoma, lung carcinoma, esophagus squamous cell carcinoma, esophagus squamous cell carcinoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	3, 1, 1, 1, 1	7	Dualrole
PTS	lung cancer, colorectal cancer	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
PTTG1	pituitary cancer, thyroid gland cancer, ovarian cancer, breast cancer, colorectal cancer, esophagus squamous cell carcinoma, melanoma, lung cancer, liver carcinoma, hepatocellular carcinoma, clear cell renal cell carcinoma, thyroid gland carcinoma, breast carcinoma, fibrosarcoma, malignant glioma, hematologic cancer, pancreatic cancer, prostate cancer, oral squamous cell carcinoma	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	19, 4, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	48	Oncogene
PTTG1IP	thyroid gland cancer, pituitary cancer, endocrine gland cancer, breast cancer, esophageal carcinoma	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	4, 1, 1, 1, 1	8	Oncogene
PTX3	stomach cancer, melanoma	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
PUF60	breast cancer	Oncogene	1	1	Oncogene
PUM1	lung non-small cell carcinoma, ovarian cancer	Oncogene, Oncogene	1, 1	2	Oncogene
PVR	anus cancer	Oncogene	1	1	Oncogene
PWWP3A	multiple myeloma, melanoma, myeloid neoplasm, lymphoma	Oncogene, Oncogene, Oncogene, Oncogene	15, 1, 1, 1	18	Oncogene
PXN	lung non-small cell carcinoma, malignant glioma, colorectal cancer, hepatocellular carcinoma, cervical cancer, esophagus squamous cell carcinoma, liver cancer, cervix carcinoma, lung cancer, prostate cancer	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	3, 2, 1, 1, 1, 1, 1, 1, 1, 1	13	Oncogene
PYCARD	kidney cancer, ovarian cancer, lung non-small cell carcinoma, pancreatic cancer	Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene	1, 1, 1, 1	4	Dualrole
PYGO2	esophagus squamous cell carcinoma, prostate cancer	Oncogene, Driver	1, 1	2	Dualrole
PYROXD1	colorectal cancer	Oncogene	1	1	Oncogene
PYROXD2	renal cell carcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
QKI	glioblastoma multiforme, lung cancer, oral squamous cell carcinoma, colorectal cancer, lung carcinoma, astrocytoma, brain cancer, stomach cancer, prostate cancer, brain cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Driver	8, 3, 2, 1, 1, 1, 1, 1, 1, 1	20	Dualrole
QPCT	mesenchymal cell neoplasm	Oncogene	1	1	Oncogene
QRSL1	gastrointestinal system cancer, leukemia	Oncogene, Oncogene	1, 1	2	Oncogene
QSOX1	prostate cancer	Tumor_Suppressor	1	1	Tumorsuppressor
RAB14	lung non-small cell carcinoma, lung non-small cell carcinoma, lung cancer, stomach cancer	Tumor_Suppressor, Oncogene, Tumor_Suppressor, Oncogene	2, 2, 1, 1	6	Dualrole
RAB17	hepatocellular carcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
RAB18	stomach cancer, stomach cancer	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
RAB1A	colorectal cancer, breast cancer, lung cancer, gastrointestinal system cancer, squamous cell carcinoma, stomach cancer, prostate cancer	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	3, 2, 2, 1, 1, 1, 1	11	Oncogene
RAB1B	breast cancer, breast cancer	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
RAB21	malignant glioma	Oncogene	1	1	Oncogene
RAB22A	melanoma, colorectal cancer, ovarian carcinoma, osteosarcoma, malignant glioma, ovarian cancer, lung cancer	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	4, 1, 1, 1, 1, 1, 1	10	Oncogene
RAB23	melanoma	Oncogene	2	2	Oncogene
RAB25	colon cancer, head and neck squamous cell carcinoma, ovarian cancer, esophagus squamous cell carcinoma, skin squamous cell carcinoma, breast cancer, breast cancer, colorectal cancer, transitional cell carcinoma, pancreatic cancer, ovarian cancer	Tumor_Suppressor, Tumor_Suppressor, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Tumor_Suppressor, Oncogene, Oncogene, Driver	5, 4, 4, 3, 2, 2, 2, 1, 1, 1, 1	26	Dualrole
RAB26	lung non-small cell carcinoma	Oncogene	1	1	Oncogene
RAB27A	melanoma	Oncogene	1	1	Oncogene
RAB27B	breast cancer, breast cancer	Oncogene, Driver	2, 1	3	Dualrole
RAB2A	breast cancer, breast cancer	Oncogene, Driver	1, 1	2	Dualrole
RAB31	lung cancer	Oncogene	1	1	Oncogene
RAB37	lung cancer, nasopharynx carcinoma	Tumor_Suppressor, Tumor_Suppressor	5, 1	6	Tumorsuppressor
RAB3A	malignant glioma	Oncogene	2	2	Oncogene
RAB3D	colorectal cancer, esophagus squamous cell carcinoma	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
RAB3IP	liver cancer, lung cancer	Oncogene, Oncogene	1, 1	2	Oncogene
RAB5A	breast cancer, prostate cancer	Oncogene, Oncogene	1, 1	2	Oncogene
RAB6B	ovarian cancer	Oncogene	1	1	Oncogene
RAB7A	breast cancer	Oncogene	1	1	Oncogene
RAB8A	breast carcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
RABGEF1	breast cancer, stomach cancer	Oncogene, Oncogene	1, 1	2	Oncogene
RABL3	lung non-small cell carcinoma, pancreatic ductal adenocarcinoma	Oncogene, Oncogene	1, 1	2	Oncogene
RAC1	melanoma, breast cancer, prostate cancer, liver cancer, melanoma, colorectal cancer, skin melanoma, glioblastoma multiforme, breast cancer	Driver, Oncogene, Tumor_Suppressor, Oncogene, Oncogene, Driver, Driver, Driver, Driver	3, 2, 1, 1, 1, 1, 1, 1, 1	12	Dualrole
RAC2	lung non-small cell carcinoma, breast cancer	Oncogene, Oncogene	1, 1	2	Oncogene
RAC3	colorectal cancer, esophageal cancer, ovarian cancer	Oncogene, Oncogene, Oncogene	1, 1, 1	3	Oncogene
RACGAP1	uterine carcinosarcoma, esophageal carcinoma, uterine carcinosarcoma	Oncogene, Oncogene, Driver	1, 1, 1	3	Dualrole
RACK1	esophagus squamous cell carcinoma, colon cancer	Oncogene, Oncogene	1, 1	2	Oncogene
RAD17	colon cancer, lymphoma	Tumor_Suppressor, Tumor_Suppressor	1, 1	2	Tumorsuppressor
RAD21	lung non-small cell carcinoma	Oncogene	1	1	Oncogene
RAD23B	lung non-small cell carcinoma	Oncogene	1	1	Oncogene
RAD50	melanoma	Tumor_Suppressor	1	1	Tumorsuppressor
RAD51	parathyroid carcinoma, lung non-small cell carcinoma, malignant glioma, breast cancer, lung cancer	Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Driver	1, 1, 1, 1, 1	5	Dualrole
RAD51AP1	melanoma, malignant glioma, ovarian cancer	Driver, Oncogene, Oncogene	2, 1, 1	4	Dualrole
RAD51C	ovarian cancer	Tumor_Suppressor	1	1	Tumorsuppressor
RAD9A	breast cancer, skin cancer, prostate cancer	Oncogene, Tumor_Suppressor, Oncogene	3, 1, 1	5	Dualrole
RAF1	lung non-small cell carcinoma, melanoma, hepatocellular carcinoma, lung cancer, leukemia, myeloid leukemia, breast cancer, Hodgkin's lymphoma, retinoblastoma, lung small cell carcinoma, renal cell carcinoma, osteosarcoma, gastrointestinal system cancer, pancreatic cancer, neuroendocrine tumor, lymphoma, adult T-cell leukemia	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	8, 6, 3, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	37	Oncogene
RAI14	stomach cancer	Oncogene	1	1	Oncogene
RALA	squamous cell carcinoma, lung non-small cell carcinoma, osteosarcoma, melanoma, lung non-small cell carcinoma	Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Driver	1, 1, 1, 1, 1	5	Dualrole
RALB	pancreatic cancer, urinary bladder cancer	Driver, Driver	1, 1	2	Driver
RALBP1	leukemia	Oncogene	1	1	Oncogene
RALGDS	squamous cell carcinoma	Oncogene	1	1	Oncogene
RAMP1	prostate cancer	Driver	1	1	Driver
RAN	neuroblastoma, hepatoblastoma, pancreatic adenocarcinoma, lung non-small cell carcinoma, glioblastoma multiforme, ovarian cancer	Driver, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	2, 1, 1, 1, 1, 1	7	Dualrole
RANBP2	lung cancer	Tumor_Suppressor	1	1	Tumorsuppressor
RANBP6	glioblastoma multiforme	Tumor_Suppressor	1	1	Tumorsuppressor
RANBP9	lung cancer	Tumor_Suppressor	1	1	Tumorsuppressor
RAP1A	lung non-small cell carcinoma, head and neck squamous cell carcinoma, pancreatic carcinoma, pancreatic cancer, breast cancer, head and neck cancer, thyroid gland papillary carcinoma, esophagus squamous cell carcinoma, ovarian cancer, squamous cell carcinoma	Oncogene, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene	2, 1, 1, 1, 1, 1, 1, 1, 1, 1	11	Dualrole
RAP1B	acute lymphocytic leukemia, esophagus squamous cell carcinoma	Oncogene, Oncogene	1, 1	2	Oncogene
RAP1GAP	pancreatic cancer, head and neck squamous cell carcinoma, melanoma, thyroid gland cancer, pancreatic carcinoma, renal cell carcinoma, squamous cell carcinoma, stomach cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	5, 3, 2, 2, 1, 1, 1, 1	16	Tumorsuppressor
RAP2B	cervical cancer, lung non-small cell carcinoma	Oncogene, Oncogene	1, 1	2	Oncogene
RAPH1	kidney cancer	Oncogene	1	1	Oncogene
RARA	acute promyelocytic leukemia, leukemia, breast carcinoma, leukemia, acute promyelocytic leukemia, stomach carcinoma, melanoma, lung cancer, prostate cancer, hepatocellular carcinoma, breast cancer, breast cancer, peripheral T-cell lymphoma	Oncogene, Oncogene, Tumor_Suppressor, Driver, Driver, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Driver, Driver	20, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1	37	Dualrole
RARB	breast cancer, colorectal adenocarcinoma, prostate cancer	Tumor_Suppressor, Tumor_Suppressor, Oncogene	1, 1, 1	3	Dualrole
RARRES1	prostate cancer, breast cancer, melanoma, inflammatory breast carcinoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	3, 2, 1, 1	7	Dualrole
RARRES2	prostate cancer	Tumor_Suppressor	1	1	Tumorsuppressor
RARS1	breast cancer	Oncogene	1	1	Oncogene
RASA1	breast cancer, melanoma, thyroid gland cancer, stomach cancer, breast cancer, acute promyelocytic leukemia	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene	2, 1, 1, 1, 1, 1	7	Dualrole
RASA2	melanoma	Tumor_Suppressor	1	1	Tumorsuppressor
RASA3	colorectal cancer	Tumor_Suppressor	1	1	Tumorsuppressor
RASAL1	thyroid gland cancer, stomach cancer, thyroid gland follicular carcinoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	4, 4, 1	9	Tumorsuppressor
RASAL2	breast cancer, ovarian cancer, pancreatic cancer, breast cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	2, 1, 1, 1	5	Dualrole
RASD1	lung non-small cell carcinoma, lung cancer	Oncogene, Oncogene	1, 1	2	Oncogene
RASEF	skin melanoma	Tumor_Suppressor	1	1	Tumorsuppressor
RASGRF1	acute lymphocytic leukemia, acute T cell leukemia	Oncogene, Oncogene	1, 1	2	Oncogene
RASGRP1	T-cell leukemia, peripheral T-cell lymphoma, acute T cell leukemia	Oncogene, Oncogene, Driver	1, 1, 1	3	Dualrole
RASGRP2	acute myeloid leukemia, leukemia	Oncogene, Oncogene	1, 1	2	Oncogene
RASL12	breast cancer, megakaryocytic leukemia	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
RASSF1	lung cancer, lung non-small cell carcinoma, esophagus squamous cell carcinoma, melanoma, nasopharynx carcinoma, neuroblastoma, head and neck squamous cell carcinoma, renal cell carcinoma, breast cancer, hepatocellular carcinoma, cholangiocarcinoma, ovarian cancer, urinary bladder cancer, colorectal cancer, clear cell renal cell carcinoma, osteosarcoma, colon cancer, parathyroid carcinoma, stomach cancer, prostate cancer, medulloblastoma, skin melanoma, Hodgkin's lymphoma, testicular germ cell cancer, papillary renal cell carcinoma, cervical adenocarcinoma, liver cancer, pancreatic ductal adenocarcinoma, Ewing sarcoma, testicular cancer, kidney cancer, nephroblastoma, thyroid gland cancer, brain cancer, prostate carcinoma, neuroblastoma, ovarian cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene	6, 5, 5, 5, 4, 4, 4, 4, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	85	Dualrole
RASSF10	colorectal cancer, hepatocellular carcinoma, lung cancer, stomach cancer, esophageal cancer, esophagus squamous cell carcinoma, malignant glioma, thyroid gland cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	2, 2, 2, 2, 1, 1, 1, 1	12	Tumorsuppressor
RASSF2	colorectal cancer, stomach cancer, Ewing sarcoma, oral squamous cell carcinoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	3, 2, 1, 1	7	Tumorsuppressor
RASSF5	neuroblastoma, hepatocellular carcinoma, ovarian cancer, leukemia	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	1, 1, 1, 1	4	Dualrole
RASSF6	colorectal cancer, colon cancer, melanoma, breast cancer, leukemia	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	1, 1, 1, 1, 1	5	Tumorsuppressor
RASSF8	lung cancer, skin melanoma, esophagus squamous cell carcinoma, melanoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	4, 1, 1, 1	7	Tumorsuppressor
RB1	retinoblastoma, osteosarcoma, retinal cancer, lung small cell carcinoma, lung cancer, ocular cancer, retinoblastoma, breast cancer, multiple myeloma, colorectal cancer, familial retinoblastoma, breast cancer, lung non-small cell carcinoma, oropharynx cancer, hepatocellular carcinoma, head and neck squamous cell carcinoma, ovarian carcinoma, lung non-small cell carcinoma, liver cancer, breast carcinoma, pediatric osteosarcoma, malignant glioma, cervix carcinoma, prostate adenocarcinoma, nephroblastoma, bone cancer, thyroid gland cancer, squamous cell carcinoma, parathyroid carcinoma, urinary bladder cancer, chronic lymphocytic leukemia, prostate carcinoma, prostate cancer, lung small cell carcinoma, lung carcinoma, meningioma, breast cancer, urinary bladder cancer, lung small cell carcinoma, glioblastoma multiforme, ovarian cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Driver, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver, Driver	415, 10, 8, 5, 5, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	490	Dualrole
RB1CC1	breast cancer, breast cancer	Tumor_Suppressor, Driver	1, 1	2	Dualrole
RBBP5	glioblastoma multiforme	Oncogene	1	1	Oncogene
RBBP7	leukemia	Tumor_Suppressor	1	1	Tumorsuppressor
RBBP8	breast cancer	Tumor_Suppressor	2	2	Tumorsuppressor
RBCK1	breast cancer	Driver	2	2	Driver
RBFOX3	osteosarcoma	Oncogene	1	1	Oncogene
RBL1	retinoblastoma, lung cancer, B-cell lymphoma, prostate cancer, thymus lymphoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene	9, 2, 1, 1, 1	14	Dualrole
