OriFull	OriSimp	mirbase_accession	version_6_0	version_7_0	version_7_1	version_8_0	version_8_1	version_8_2	version_9_0	version_9_1	version_9_2	version_10_0	version_10_1	version_11	version_12	version_13	version_14	version_15	version_16	version_17	version_18	version_19	version_20	version_21	finalname
hsa-miR-181c-000482	hsa-miR-181c	MIMAT0000258	hsa-miR-181c	hsa-miR-181c	hsa-miR-181c	hsa-miR-181c	hsa-miR-181c	hsa-miR-181c	hsa-miR-181c	hsa-miR-181c	hsa-miR-181c	hsa-miR-181c	hsa-miR-181c	hsa-miR-181c	hsa-miR-181c	hsa-miR-181c	hsa-miR-181c	hsa-miR-181c	hsa-miR-181c	hsa-miR-181c	hsa-miR-181c-5p	hsa-miR-181c-5p	hsa-miR-181c-5p	hsa-miR-181c-5p	hsa-miR-181c-5p
hsa-miR-182-002334	hsa-miR-182	MIMAT0000259	hsa-miR-182	hsa-miR-182	hsa-miR-182	hsa-miR-182	hsa-miR-182	hsa-miR-182	hsa-miR-182	hsa-miR-182	hsa-miR-182	hsa-miR-182	hsa-miR-182	hsa-miR-182	hsa-miR-182	hsa-miR-182	hsa-miR-182	hsa-miR-182	hsa-miR-182	hsa-miR-182	hsa-miR-182-5p	hsa-miR-182-5p	hsa-miR-182-5p	hsa-miR-182-5p	hsa-miR-182-5p
hsa-miR-183-002269	hsa-miR-183	MIMAT0000261	hsa-miR-183	hsa-miR-183	hsa-miR-183	hsa-miR-183	hsa-miR-183	hsa-miR-183	hsa-miR-183	hsa-miR-183	hsa-miR-183	hsa-miR-183	hsa-miR-183	hsa-miR-183	hsa-miR-183	hsa-miR-183	hsa-miR-183	hsa-miR-183	hsa-miR-183	hsa-miR-183	hsa-miR-183-5p	hsa-miR-183-5p	hsa-miR-183-5p	hsa-miR-183-5p	hsa-miR-183-5p
hsa-miR-184-000485	hsa-miR-184	MIMAT0000454	hsa-miR-184	hsa-miR-184	hsa-miR-184	hsa-miR-184	hsa-miR-184	hsa-miR-184	hsa-miR-184	hsa-miR-184	hsa-miR-184	hsa-miR-184	hsa-miR-184	hsa-miR-184	hsa-miR-184	hsa-miR-184	hsa-miR-184	hsa-miR-184	hsa-miR-184	hsa-miR-184	hsa-miR-184	hsa-miR-184	hsa-miR-184	hsa-miR-184	hsa-miR-184
hsa-miR-185-002271	hsa-miR-185	MIMAT0000455	hsa-miR-185	hsa-miR-185	hsa-miR-185	hsa-miR-185	hsa-miR-185	hsa-miR-185	hsa-miR-185	hsa-miR-185	hsa-miR-185	hsa-miR-185	hsa-miR-185	hsa-miR-185	hsa-miR-185	hsa-miR-185	hsa-miR-185	hsa-miR-185	hsa-miR-185	hsa-miR-185	hsa-miR-185-5p	hsa-miR-185-5p	hsa-miR-185-5p	hsa-miR-185-5p	hsa-miR-185-5p
hsa-miR-186-002285	hsa-miR-186	MIMAT0000456	hsa-miR-186	hsa-miR-186	hsa-miR-186	hsa-miR-186	hsa-miR-186	hsa-miR-186	hsa-miR-186	hsa-miR-186	hsa-miR-186	hsa-miR-186	hsa-miR-186	hsa-miR-186	hsa-miR-186	hsa-miR-186	hsa-miR-186	hsa-miR-186	hsa-miR-186	hsa-miR-186	hsa-miR-186-5p	hsa-miR-186-5p	hsa-miR-186-5p	hsa-miR-186-5p	hsa-miR-186-5p
hsa-miR-188-3p-002106	hsa-miR-188-3p	MIMAT0004613	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-188-3p	hsa-miR-188-3p	hsa-miR-188-3p	hsa-miR-188-3p	hsa-miR-188-3p	hsa-miR-188-3p	hsa-miR-188-3p	hsa-miR-188-3p	hsa-miR-188-3p	hsa-miR-188-3p	hsa-miR-188-3p	hsa-miR-188-3p	hsa-miR-188-3p	hsa-miR-188-3p
hsa-miR-18a-002422	hsa-miR-18a	MIMAT0000072	hsa-miR-18	hsa-miR-18a	hsa-miR-18a	hsa-miR-18a	hsa-miR-18a	hsa-miR-18a	hsa-miR-18a	hsa-miR-18a	hsa-miR-18a	hsa-miR-18a	hsa-miR-18a	hsa-miR-18a	hsa-miR-18a	hsa-miR-18a	hsa-miR-18a	hsa-miR-18a	hsa-miR-18a	hsa-miR-18a	hsa-miR-18a-5p	hsa-miR-18a-5p	hsa-miR-18a-5p	hsa-miR-18a-5p	hsa-miR-18a-5p
hsa-miR-18b-002217	hsa-miR-18b	MIMAT0001412	NA	hsa-miR-18b	hsa-miR-18b	hsa-miR-18b	hsa-miR-18b	hsa-miR-18b	hsa-miR-18b	hsa-miR-18b	hsa-miR-18b	hsa-miR-18b	hsa-miR-18b	hsa-miR-18b	hsa-miR-18b	hsa-miR-18b	hsa-miR-18b	hsa-miR-18b	hsa-miR-18b	hsa-miR-18b	hsa-miR-18b-5p	hsa-miR-18b-5p	hsa-miR-18b-5p	hsa-miR-18b-5p	hsa-miR-18b-5p
hsa-miR-190-000489	hsa-miR-190	MIMAT0000458	hsa-miR-190	hsa-miR-190	hsa-miR-190	hsa-miR-190	hsa-miR-190	hsa-miR-190	hsa-miR-190	hsa-miR-190	hsa-miR-190	hsa-miR-190	hsa-miR-190	hsa-miR-190	hsa-miR-190	hsa-miR-190	hsa-miR-190	hsa-miR-190	hsa-miR-190	hsa-miR-190	hsa-miR-190a	hsa-miR-190a	hsa-miR-190a-5p	hsa-miR-190a-5p	hsa-miR-190a-5p
hsa-miR-191-002299	hsa-miR-191	MIMAT0000440	hsa-miR-191	hsa-miR-191	hsa-miR-191	hsa-miR-191	hsa-miR-191	hsa-miR-191	hsa-miR-191	hsa-miR-191	hsa-miR-191	hsa-miR-191	hsa-miR-191	hsa-miR-191	hsa-miR-191	hsa-miR-191	hsa-miR-191	hsa-miR-191	hsa-miR-191	hsa-miR-191	hsa-miR-191-5p	hsa-miR-191-5p	hsa-miR-191-5p	hsa-miR-191-5p	hsa-miR-191-5p
hsa-miR-192-000491	hsa-miR-192	MIMAT0000222	hsa-miR-192	hsa-miR-192	hsa-miR-192	hsa-miR-192	hsa-miR-192	hsa-miR-192	hsa-miR-192	hsa-miR-192	hsa-miR-192	hsa-miR-192	hsa-miR-192	hsa-miR-192	hsa-miR-192	hsa-miR-192	hsa-miR-192	hsa-miR-192	hsa-miR-192	hsa-miR-192	hsa-miR-192-5p	hsa-miR-192-5p	hsa-miR-192-5p	hsa-miR-192-5p	hsa-miR-192-5p
hsa-miR-193a-3p-002250	hsa-miR-193a-3p	MIMAT0000459	hsa-miR-193	hsa-miR-193a	hsa-miR-193a	hsa-miR-193a	hsa-miR-193a	hsa-miR-193a	hsa-miR-193a	hsa-miR-193a	hsa-miR-193a	hsa-miR-193a-3p	hsa-miR-193a-3p	hsa-miR-193a-3p	hsa-miR-193a-3p	hsa-miR-193a-3p	hsa-miR-193a-3p	hsa-miR-193a-3p	hsa-miR-193a-3p	hsa-miR-193a-3p	hsa-miR-193a-3p	hsa-miR-193a-3p	hsa-miR-193a-3p	hsa-miR-193a-3p	hsa-miR-193a-3p
hsa-miR-193a-5p-002281	hsa-miR-193a-5p	MIMAT0004614	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-193a-5p	hsa-miR-193a-5p	hsa-miR-193a-5p	hsa-miR-193a-5p	hsa-miR-193a-5p	hsa-miR-193a-5p	hsa-miR-193a-5p	hsa-miR-193a-5p	hsa-miR-193a-5p	hsa-miR-193a-5p	hsa-miR-193a-5p	hsa-miR-193a-5p	hsa-miR-193a-5p	hsa-miR-193a-5p
hsa-miR-193b-002367	hsa-miR-193b	MIMAT0002819	NA	hsa-miR-193b	hsa-miR-193b	hsa-miR-193b	hsa-miR-193b	hsa-miR-193b	hsa-miR-193b	hsa-miR-193b	hsa-miR-193b	hsa-miR-193b	hsa-miR-193b	hsa-miR-193b	hsa-miR-193b	hsa-miR-193b	hsa-miR-193b	hsa-miR-193b	hsa-miR-193b	hsa-miR-193b	hsa-miR-193b-3p	hsa-miR-193b-3p	hsa-miR-193b-3p	hsa-miR-193b-3p	hsa-miR-193b-3p
hsa-miR-194-000493	hsa-miR-194	MIMAT0000460	hsa-miR-194	hsa-miR-194	hsa-miR-194	hsa-miR-194	hsa-miR-194	hsa-miR-194	hsa-miR-194	hsa-miR-194	hsa-miR-194	hsa-miR-194	hsa-miR-194	hsa-miR-194	hsa-miR-194	hsa-miR-194	hsa-miR-194	hsa-miR-194	hsa-miR-194	hsa-miR-194	hsa-miR-194-5p	hsa-miR-194-5p	hsa-miR-194-5p	hsa-miR-194-5p	hsa-miR-194-5p
hsa-miR-195-000494	hsa-miR-195	MIMAT0000461	hsa-miR-195	hsa-miR-195	hsa-miR-195	hsa-miR-195	hsa-miR-195	hsa-miR-195	hsa-miR-195	hsa-miR-195	hsa-miR-195	hsa-miR-195	hsa-miR-195	hsa-miR-195	hsa-miR-195	hsa-miR-195	hsa-miR-195	hsa-miR-195	hsa-miR-195	hsa-miR-195	hsa-miR-195-5p	hsa-miR-195-5p	hsa-miR-195-5p	hsa-miR-195-5p	hsa-miR-195-5p
hsa-miR-196b-002215	hsa-miR-196b	MIMAT0001080	hsa-miR-196b	hsa-miR-196b	hsa-miR-196b	hsa-miR-196b	hsa-miR-196b	hsa-miR-196b	hsa-miR-196b	hsa-miR-196b	hsa-miR-196b	hsa-miR-196b	hsa-miR-196b	hsa-miR-196b	hsa-miR-196b	hsa-miR-196b	hsa-miR-196b	hsa-miR-196b	hsa-miR-196b	hsa-miR-196b	hsa-miR-196b-5p	hsa-miR-196b-5p	hsa-miR-196b-5p	hsa-miR-196b-5p	hsa-miR-196b-5p
hsa-miR-197-000497	hsa-miR-197	MIMAT0000227	hsa-miR-197	hsa-miR-197	hsa-miR-197	hsa-miR-197	hsa-miR-197	hsa-miR-197	hsa-miR-197	hsa-miR-197	hsa-miR-197	hsa-miR-197	hsa-miR-197	hsa-miR-197	hsa-miR-197	hsa-miR-197	hsa-miR-197	hsa-miR-197	hsa-miR-197	hsa-miR-197	hsa-miR-197-3p	hsa-miR-197-3p	hsa-miR-197-3p	hsa-miR-197-3p	hsa-miR-197-3p
hsa-miR-198-002273	hsa-miR-198	MIMAT0000228	hsa-miR-198	hsa-miR-198	hsa-miR-198	hsa-miR-198	hsa-miR-198	hsa-miR-198	hsa-miR-198	hsa-miR-198	hsa-miR-198	hsa-miR-198	hsa-miR-198	hsa-miR-198	hsa-miR-198	hsa-miR-198	hsa-miR-198	hsa-miR-198	hsa-miR-198	hsa-miR-198	hsa-miR-198	hsa-miR-198	hsa-miR-198	hsa-miR-198	hsa-miR-198
hsa-miR-199a-000498	hsa-miR-199a	MIMAT0000231	hsa-miR-199a	hsa-miR-199a	hsa-miR-199a	hsa-miR-199a	hsa-miR-199a	hsa-miR-199a	hsa-miR-199a	hsa-miR-199a	hsa-miR-199a	hsa-miR-199a-5p	hsa-miR-199a-5p	hsa-miR-199a-5p	hsa-miR-199a-5p	hsa-miR-199a-5p	hsa-miR-199a-5p	hsa-miR-199a-5p	hsa-miR-199a-5p	hsa-miR-199a-5p	hsa-miR-199a-5p	hsa-miR-199a-5p	hsa-miR-199a-5p	hsa-miR-199a-5p	hsa-miR-199a-5p
hsa-miR-199a-3p-002304	hsa-miR-199a-3p	MIMAT0000232	hsa-miR-199a*	hsa-miR-199a*	hsa-miR-199a*	hsa-miR-199a*	hsa-miR-199a*	hsa-miR-199a*	hsa-miR-199a*	hsa-miR-199a*	hsa-miR-199a*	hsa-miR-199a-3p	hsa-miR-199a-3p	hsa-miR-199a-3p	hsa-miR-199a-3p	hsa-miR-199a-3p	hsa-miR-199a-3p	hsa-miR-199a-3p	hsa-miR-199a-3p	hsa-miR-199a-3p	hsa-miR-199a-3p	hsa-miR-199a-3p	hsa-miR-199a-3p	hsa-miR-199a-3p	hsa-miR-199a-3p
hsa-miR-199b-000500	hsa-miR-199b	MIMAT0000263	hsa-miR-199b	hsa-miR-199b	hsa-miR-199b	hsa-miR-199b	hsa-miR-199b	hsa-miR-199b	hsa-miR-199b	hsa-miR-199b	hsa-miR-199b	hsa-miR-199b-5p	hsa-miR-199b-5p	hsa-miR-199b-5p	hsa-miR-199b-5p	hsa-miR-199b-5p	hsa-miR-199b-5p	hsa-miR-199b-5p	hsa-miR-199b-5p	hsa-miR-199b-5p	hsa-miR-199b-5p	hsa-miR-199b-5p	hsa-miR-199b-5p	hsa-miR-199b-5p	hsa-miR-199b-5p
hsa-miR-19a-000395	hsa-miR-19a	MIMAT0000073	hsa-miR-19a	hsa-miR-19a	hsa-miR-19a	hsa-miR-19a	hsa-miR-19a	hsa-miR-19a	hsa-miR-19a	hsa-miR-19a	hsa-miR-19a	hsa-miR-19a	hsa-miR-19a	hsa-miR-19a	hsa-miR-19a	hsa-miR-19a	hsa-miR-19a	hsa-miR-19a	hsa-miR-19a	hsa-miR-19a	hsa-miR-19a-3p	hsa-miR-19a-3p	hsa-miR-19a-3p	hsa-miR-19a-3p	hsa-miR-19a-3p
hsa-miR-19b-000396	hsa-miR-19b	MIMAT0000074	hsa-miR-19b	hsa-miR-19b	hsa-miR-19b	hsa-miR-19b	hsa-miR-19b	hsa-miR-19b	hsa-miR-19b	hsa-miR-19b	hsa-miR-19b	hsa-miR-19b	hsa-miR-19b	hsa-miR-19b	hsa-miR-19b	hsa-miR-19b	hsa-miR-19b	hsa-miR-19b	hsa-miR-19b	hsa-miR-19b	hsa-miR-19b-3p	hsa-miR-19b-3p	hsa-miR-19b-3p	hsa-miR-19b-3p	hsa-miR-19b-3p
hsa-miR-200a-000502	hsa-miR-200a	MIMAT0000682	hsa-miR-200a	hsa-miR-200a	hsa-miR-200a	hsa-miR-200a	hsa-miR-200a	hsa-miR-200a	hsa-miR-200a	hsa-miR-200a	hsa-miR-200a	hsa-miR-200a	hsa-miR-200a	hsa-miR-200a	hsa-miR-200a	hsa-miR-200a	hsa-miR-200a	hsa-miR-200a	hsa-miR-200a	hsa-miR-200a	hsa-miR-200a-3p	hsa-miR-200a-3p	hsa-miR-200a-3p	hsa-miR-200a-3p	hsa-miR-200a-3p
hsa-miR-200b-002251	hsa-miR-200b	MIMAT0000318	hsa-miR-200b	hsa-miR-200b	hsa-miR-200b	hsa-miR-200b	hsa-miR-200b	hsa-miR-200b	hsa-miR-200b	hsa-miR-200b	hsa-miR-200b	hsa-miR-200b	hsa-miR-200b	hsa-miR-200b	hsa-miR-200b	hsa-miR-200b	hsa-miR-200b	hsa-miR-200b	hsa-miR-200b	hsa-miR-200b	hsa-miR-200b-3p	hsa-miR-200b-3p	hsa-miR-200b-3p	hsa-miR-200b-3p	hsa-miR-200b-3p
hsa-miR-200c-002300	hsa-miR-200c	MIMAT0000617	hsa-miR-200c	hsa-miR-200c	hsa-miR-200c	hsa-miR-200c	hsa-miR-200c	hsa-miR-200c	hsa-miR-200c	hsa-miR-200c	hsa-miR-200c	hsa-miR-200c	hsa-miR-200c	hsa-miR-200c	hsa-miR-200c	hsa-miR-200c	hsa-miR-200c	hsa-miR-200c	hsa-miR-200c	hsa-miR-200c	hsa-miR-200c-3p	hsa-miR-200c-3p	hsa-miR-200c-3p	hsa-miR-200c-3p	hsa-miR-200c-3p
hsa-miR-202-002363	hsa-miR-202	MIMAT0002811	NA	hsa-miR-202	hsa-miR-202	hsa-miR-202	hsa-miR-202	hsa-miR-202	hsa-miR-202	hsa-miR-202	hsa-miR-202	hsa-miR-202	hsa-miR-202	hsa-miR-202	hsa-miR-202	hsa-miR-202	hsa-miR-202	hsa-miR-202	hsa-miR-202	hsa-miR-202	hsa-miR-202-3p	hsa-miR-202-3p	hsa-miR-202-3p	hsa-miR-202-3p	hsa-miR-202-3p
hsa-miR-203-000507	hsa-miR-203	MIMAT0000264	hsa-miR-203	hsa-miR-203	hsa-miR-203	hsa-miR-203	hsa-miR-203	hsa-miR-203	hsa-miR-203	hsa-miR-203	hsa-miR-203	hsa-miR-203	hsa-miR-203	hsa-miR-203	hsa-miR-203	hsa-miR-203	hsa-miR-203	hsa-miR-203	hsa-miR-203	hsa-miR-203	hsa-miR-203	hsa-miR-203a	hsa-miR-203a	hsa-miR-203a-3p	hsa-miR-203a-3p
hsa-miR-204-000508	hsa-miR-204	MIMAT0000265	hsa-miR-204	hsa-miR-204	hsa-miR-204	hsa-miR-204	hsa-miR-204	hsa-miR-204	hsa-miR-204	hsa-miR-204	hsa-miR-204	hsa-miR-204	hsa-miR-204	hsa-miR-204	hsa-miR-204	hsa-miR-204	hsa-miR-204	hsa-miR-204	hsa-miR-204	hsa-miR-204	hsa-miR-204-5p	hsa-miR-204-5p	hsa-miR-204-5p	hsa-miR-204-5p	hsa-miR-204-5p
hsa-miR-205-000509	hsa-miR-205	MIMAT0000266	hsa-miR-205	hsa-miR-205	hsa-miR-205	hsa-miR-205	hsa-miR-205	hsa-miR-205	hsa-miR-205	hsa-miR-205	hsa-miR-205	hsa-miR-205	hsa-miR-205	hsa-miR-205	hsa-miR-205	hsa-miR-205	hsa-miR-205	hsa-miR-205	hsa-miR-205	hsa-miR-205	hsa-miR-205-5p	hsa-miR-205-5p	hsa-miR-205-5p	hsa-miR-205-5p	hsa-miR-205-5p
hsa-miR-208-000511	hsa-miR-208	MIMAT0000241	hsa-miR-208	hsa-miR-208	hsa-miR-208	hsa-miR-208	hsa-miR-208	hsa-miR-208	hsa-miR-208	hsa-miR-208	hsa-miR-208	hsa-miR-208	hsa-miR-208a	hsa-miR-208a	hsa-miR-208a	hsa-miR-208a	hsa-miR-208a	hsa-miR-208a	hsa-miR-208a	hsa-miR-208a	hsa-miR-208a	hsa-miR-208a	hsa-miR-208a-3p	hsa-miR-208a-3p	hsa-miR-208a-3p
hsa-miR-208b-002290	hsa-miR-208b	MIMAT0004960	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-208b	hsa-miR-208b	hsa-miR-208b	hsa-miR-208b	hsa-miR-208b	hsa-miR-208b	hsa-miR-208b	hsa-miR-208b	hsa-miR-208b	hsa-miR-208b	hsa-miR-208b	hsa-miR-208b-3p	hsa-miR-208b-3p	hsa-miR-208b-3p
hsa-miR-20a-000580	hsa-miR-20a	MIMAT0000075	hsa-miR-20	hsa-miR-20a	hsa-miR-20a	hsa-miR-20a	hsa-miR-20a	hsa-miR-20a	hsa-miR-20a	hsa-miR-20a	hsa-miR-20a	hsa-miR-20a	hsa-miR-20a	hsa-miR-20a	hsa-miR-20a	hsa-miR-20a	hsa-miR-20a	hsa-miR-20a	hsa-miR-20a	hsa-miR-20a	hsa-miR-20a-5p	hsa-miR-20a-5p	hsa-miR-20a-5p	hsa-miR-20a-5p	hsa-miR-20a-5p
hsa-miR-20b-001014	hsa-miR-20b	MIMAT0001413	NA	hsa-miR-20b	hsa-miR-20b	hsa-miR-20b	hsa-miR-20b	hsa-miR-20b	hsa-miR-20b	hsa-miR-20b	hsa-miR-20b	hsa-miR-20b	hsa-miR-20b	hsa-miR-20b	hsa-miR-20b	hsa-miR-20b	hsa-miR-20b	hsa-miR-20b	hsa-miR-20b	hsa-miR-20b	hsa-miR-20b-5p	hsa-miR-20b-5p	hsa-miR-20b-5p	hsa-miR-20b-5p	hsa-miR-20b-5p
hsa-miR-21-000397	hsa-miR-21	MIMAT0000076	hsa-miR-21	hsa-miR-21	hsa-miR-21	hsa-miR-21	hsa-miR-21	hsa-miR-21	hsa-miR-21	hsa-miR-21	hsa-miR-21	hsa-miR-21	hsa-miR-21	hsa-miR-21	hsa-miR-21	hsa-miR-21	hsa-miR-21	hsa-miR-21	hsa-miR-21	hsa-miR-21	hsa-miR-21-5p	hsa-miR-21-5p	hsa-miR-21-5p	hsa-miR-21-5p	hsa-miR-21-5p
hsa-miR-210-000512	hsa-miR-210	MIMAT0000267	hsa-miR-210	hsa-miR-210	hsa-miR-210	hsa-miR-210	hsa-miR-210	hsa-miR-210	hsa-miR-210	hsa-miR-210	hsa-miR-210	hsa-miR-210	hsa-miR-210	hsa-miR-210	hsa-miR-210	hsa-miR-210	hsa-miR-210	hsa-miR-210	hsa-miR-210	hsa-miR-210	hsa-miR-210	hsa-miR-210	hsa-miR-210-3p	hsa-miR-210-3p	hsa-miR-210-3p
hsa-miR-211-000514	hsa-miR-211	MIMAT0000268	hsa-miR-211	hsa-miR-211	hsa-miR-211	hsa-miR-211	hsa-miR-211	hsa-miR-211	hsa-miR-211	hsa-miR-211	hsa-miR-211	hsa-miR-211	hsa-miR-211	hsa-miR-211	hsa-miR-211	hsa-miR-211	hsa-miR-211	hsa-miR-211	hsa-miR-211	hsa-miR-211	hsa-miR-211-5p	hsa-miR-211-5p	hsa-miR-211-5p	hsa-miR-211-5p	hsa-miR-211-5p
hsa-miR-212-000515	hsa-miR-212	MIMAT0000269	hsa-miR-212	hsa-miR-212	hsa-miR-212	hsa-miR-212	hsa-miR-212	hsa-miR-212	hsa-miR-212	hsa-miR-212	hsa-miR-212	hsa-miR-212	hsa-miR-212	hsa-miR-212	hsa-miR-212	hsa-miR-212	hsa-miR-212	hsa-miR-212	hsa-miR-212	hsa-miR-212	hsa-miR-212-3p	hsa-miR-212-3p	hsa-miR-212-3p	hsa-miR-212-3p	hsa-miR-212-3p
hsa-miR-214-002306	hsa-miR-214	MIMAT0000271	hsa-miR-214	hsa-miR-214	hsa-miR-214	hsa-miR-214	hsa-miR-214	hsa-miR-214	hsa-miR-214	hsa-miR-214	hsa-miR-214	hsa-miR-214	hsa-miR-214	hsa-miR-214	hsa-miR-214	hsa-miR-214	hsa-miR-214	hsa-miR-214	hsa-miR-214	hsa-miR-214	hsa-miR-214-3p	hsa-miR-214-3p	hsa-miR-214-3p	hsa-miR-214-3p	hsa-miR-214-3p
hsa-miR-215-000518	hsa-miR-215	MIMAT0000272	hsa-miR-215	hsa-miR-215	hsa-miR-215	hsa-miR-215	hsa-miR-215	hsa-miR-215	hsa-miR-215	hsa-miR-215	hsa-miR-215	hsa-miR-215	hsa-miR-215	hsa-miR-215	hsa-miR-215	hsa-miR-215	hsa-miR-215	hsa-miR-215	hsa-miR-215	hsa-miR-215	hsa-miR-215	hsa-miR-215	hsa-miR-215-5p	hsa-miR-215-5p	hsa-miR-215-5p
hsa-miR-216a-002220	hsa-miR-216a	MIMAT0000273	hsa-miR-216	hsa-miR-216	hsa-miR-216	hsa-miR-216	hsa-miR-216	hsa-miR-216	hsa-miR-216	hsa-miR-216	hsa-miR-216	hsa-miR-216a	hsa-miR-216a	hsa-miR-216a	hsa-miR-216a	hsa-miR-216a	hsa-miR-216a	hsa-miR-216a	hsa-miR-216a	hsa-miR-216a	hsa-miR-216a	hsa-miR-216a-5p	hsa-miR-216a-5p	hsa-miR-216a-5p	hsa-miR-216a-5p
hsa-miR-216b-002326	hsa-miR-216b	MIMAT0004959	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-216b	hsa-miR-216b	hsa-miR-216b	hsa-miR-216b	hsa-miR-216b	hsa-miR-216b	hsa-miR-216b	hsa-miR-216b	hsa-miR-216b	hsa-miR-216b	hsa-miR-216b	hsa-miR-216b-5p	hsa-miR-216b-5p	hsa-miR-216b-5p
hsa-miR-217-002337	hsa-miR-217	MIMAT0000274	hsa-miR-217	hsa-miR-217	hsa-miR-217	hsa-miR-217	hsa-miR-217	hsa-miR-217	hsa-miR-217	hsa-miR-217	hsa-miR-217	hsa-miR-217	hsa-miR-217	hsa-miR-217	hsa-miR-217	hsa-miR-217	hsa-miR-217	hsa-miR-217	hsa-miR-217	hsa-miR-217	hsa-miR-217	hsa-miR-217	hsa-miR-217	hsa-miR-217	hsa-miR-217
hsa-miR-218-000521	hsa-miR-218	MIMAT0000275	hsa-miR-218	hsa-miR-218	hsa-miR-218	hsa-miR-218	hsa-miR-218	hsa-miR-218	hsa-miR-218	hsa-miR-218	hsa-miR-218	hsa-miR-218	hsa-miR-218	hsa-miR-218	hsa-miR-218	hsa-miR-218	hsa-miR-218	hsa-miR-218	hsa-miR-218	hsa-miR-218	hsa-miR-218-5p	hsa-miR-218-5p	hsa-miR-218-5p	hsa-miR-218-5p	hsa-miR-218-5p
hsa-miR-219-000522	hsa-miR-219	MIMAT0000276	hsa-miR-219	hsa-miR-219	hsa-miR-219	hsa-miR-219	hsa-miR-219	hsa-miR-219	hsa-miR-219	hsa-miR-219	hsa-miR-219	hsa-miR-219-5p	hsa-miR-219-5p	hsa-miR-219-5p	hsa-miR-219-5p	hsa-miR-219-5p	hsa-miR-219-5p	hsa-miR-219-5p	hsa-miR-219-5p	hsa-miR-219-5p	hsa-miR-219-5p	hsa-miR-219-5p	hsa-miR-219a-5p	hsa-miR-219a-5p	hsa-miR-219a-5p
hsa-miR-219-1-3p-002095	hsa-miR-219-1-3p	MIMAT0004567	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-219-1-3p	hsa-miR-219-1-3p	hsa-miR-219-1-3p	hsa-miR-219-1-3p	hsa-miR-219-1-3p	hsa-miR-219-1-3p	hsa-miR-219-1-3p	hsa-miR-219-1-3p	hsa-miR-219-1-3p	hsa-miR-219-1-3p	hsa-miR-219-1-3p	hsa-miR-219a-1-3p	hsa-miR-219a-1-3p	hsa-miR-219a-1-3p
hsa-miR-219-2-3p-002390	hsa-miR-219-2-3p	MIMAT0004675	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-219-2-3p	hsa-miR-219-2-3p	hsa-miR-219-2-3p	hsa-miR-219-2-3p	hsa-miR-219-2-3p	hsa-miR-219-2-3p	hsa-miR-219-2-3p	hsa-miR-219-2-3p	hsa-miR-219-2-3p	hsa-miR-219-2-3p	hsa-miR-219-2-3p	hsa-miR-219a-2-3p	hsa-miR-219a-2-3p	hsa-miR-219a-2-3p
hsa-miR-22-000398	hsa-miR-22	MIMAT0000077	hsa-miR-22	hsa-miR-22	hsa-miR-22	hsa-miR-22	hsa-miR-22	hsa-miR-22	hsa-miR-22	hsa-miR-22	hsa-miR-22	hsa-miR-22	hsa-miR-22	hsa-miR-22	hsa-miR-22	hsa-miR-22	hsa-miR-22	hsa-miR-22	hsa-miR-22	hsa-miR-22	hsa-miR-22-3p	hsa-miR-22-3p	hsa-miR-22-3p	hsa-miR-22-3p	hsa-miR-22-3p
hsa-miR-220-000523	hsa-miR-220	MIMAT0000277	hsa-miR-220	hsa-miR-220	hsa-miR-220	hsa-miR-220	hsa-miR-220	hsa-miR-220	hsa-miR-220	hsa-miR-220	hsa-miR-220	hsa-miR-220	hsa-miR-220a	hsa-miR-220a	hsa-miR-220a	hsa-miR-220a	hsa-miR-220a	hsa-miR-220a	NA	NA	NA	NA	NA	NA	hsa-miR-220a
hsa-miR-220b-002206	hsa-miR-220b	MIMAT0004908	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-220b	hsa-miR-220b	hsa-miR-220b	hsa-miR-220b	hsa-miR-220b	hsa-miR-220b	hsa-miR-220b	NA	NA	NA	NA	NA	NA	hsa-miR-220b
hsa-miR-220c-002211	hsa-miR-220c	MIMAT0004915	NA	NA	NA	NA	NA	NA	NA	NA	NA	hsa-miR-220c	hsa-miR-220c	hsa-miR-220c	hsa-miR-220c	hsa-miR-220c	hsa-miR-220c	hsa-miR-220c	NA	NA	NA	NA	NA	NA	hsa-miR-220c
hsa-miR-221-000524	hsa-miR-221	MIMAT0000278	hsa-miR-221	hsa-miR-221	hsa-miR-221	hsa-miR-221	hsa-miR-221	hsa-miR-221	hsa-miR-221	hsa-miR-221	hsa-miR-221	hsa-miR-221	hsa-miR-221	hsa-miR-221	hsa-miR-221	hsa-miR-221	hsa-miR-221	hsa-miR-221	hsa-miR-221	hsa-miR-221	hsa-miR-221-3p	hsa-miR-221-3p	hsa-miR-221-3p	hsa-miR-221-3p	hsa-miR-221-3p
